KOL ID,Serial Number,Project_Type,Project_Data_Point,Project_Data Point_Expl,Salutation,Last Name,First Name,Vlookup Name,Full Name,City,Country,Position,Department,Affiliation,E_mail,Contact Info,URL,Organization,Organization_Committee,Organization_Role,Congress,Congress_Year,Congress_Session,Congress_Title_of_Session,Congress_Role,Journal,Journal_Editorial Board,Journal_Role,Guideline_Name,Guideline_Year,Guideline_Role,CT_NCT_Id_Breast Cancer,title,recruiting,conditions,interventions,lead_sponsor,other_sponsor,phase,study_type,Role,start_dt,end_dt,First Author,Last Author,Total Pub Count,Total 2002-2006,Total 2007-2011,Total 2012-2017
,556,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Bertino,Joseph R,Bertino J,Joseph R Bertino,New Brunswick,USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,558,CLINICAL,JOURNAL,JOURNAL_Journal of Clinical Oncology,,Bertino,Joseph R,Bertino J,Joseph R Bertino,New Brunswick,USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://ascopubs.org/jco/site/misc/edboard.xhtml,,,,,,,,,Journal of Clinical Oncology,,Editors-in-Chief Emeriti,,,,,,,,,,,,,,,,,,,,,
,566,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Bhalla,Kapil N,Bhalla K,Kapil N Bhalla,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,571,CLINICAL,JOURNAL,JOURNAL_Journal of Global Oncology,,Bhatt,Ami S,Bhatt A,Ami S Bhatt,Stanford,USA,(Blank),(Blank),Stanford Univeristy,(Blank),(Blank),http://ascopubs.org/jgo/site/misc/editorial-roster.html,,,,,,,,,Journal of Global Oncology,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,572,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Bhatt,Rupal S,Bhatt R,Rupal S Bhatt,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,581,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Therapeutics,,Bigner,Darell D,Bigner D,Darell D Bigner,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mct.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Therapeutics,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,592,CLINICAL,JOURNAL,JOURNAL_Breast Cancer Research,,Bissell,Mina J,Bissell M,Mina J Bissell,Berkeley,USA,(Blank),(Blank),Lawrence Berkeley National Laboratory,(Blank),(Blank),https://breast-cancer-research.biomedcentral.com/about/editorial-board,,,,,,,,,Breast Cancer Research,,Associate Editor,,,,,,,,,,,,,,,,,,,,,
,594,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Therapeutics,,Bittner,Michael L,Bittner M,Michael L Bittner,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mct.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Therapeutics,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,602,CLINICAL,JOURNAL,JOURNAL_Cancer Discovery,,Blackburn,Elizabeth H,Blackburn E,Elizabeth H Blackburn,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerdiscovery.aacrjournals.org/site/misc/editors.xhtml,,,,,,,,,Cancer Discovery,,Scientific Editor,,,,,,,,,,,,,,,,,,,,,
,631,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Blasberg,Ronald G,Blasberg R,Ronald G Blasberg,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,,Senior Editor,,,,,,,,,,,,,,,,,,,,,
,635,CLINICAL,JOURNAL,JOURNAL_Journal of Oncology Practice,,Blayney,Douglas W,Blayney D,Douglas W Blayney,Stanford,USA,Professor,(Blank),Stanford Women's Cancer Center,(Blank),(Blank),http://ascopubs.org/jop/site/misc/edboard.xhtml,,,,,,,,,Journal of Oncology Practice,,Editor-in-Chief Emeritus,,,,,,,,,,,,,,,,,,,,,
,642,CLINICAL,JOURNAL,JOURNAL_Breast Cancer Research,,Blobe,Gerard,Blobe G,Gerard Blobe,Durham,USA,(Blank),(Blank),Duke University School of Medicine,(Blank),(Blank),https://breast-cancer-research.biomedcentral.com/about/editorial-board,,,,,,,,,Breast Cancer Research,,Section Editor,,,,,,,,,,,,,,,,,,,,,
,650,CLINICAL,JOURNAL,JOURNAL_Clinical Breast Cancer,,Blum,J L,Blum J,J L Blum,(Blank),USA,(Blank),(Blank),Texas Oncology,(Blank),(Blank),http://www.clinical-breast-cancer.com/content/edboard,,,,,,,,,Clinical Breast Cancer,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,653,CLINICAL,JOURNAL,JOURNAL_Cancer Discovery,,Boffetta,Paolo,Boffetta P,Paolo Boffetta,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerdiscovery.aacrjournals.org/site/misc/editors.xhtml,,,,,,,,,Cancer Discovery,,Scientific Editor,,,,,,,,,,,,,,,,,,,,,
,656,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Research,,Boise,Lawrence H,Boise L,Lawrence H Boise,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mcr.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,665,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Bonfil,R Daniel,Bonfil R,R Daniel Bonfil,(Blank),USA,(Blank),(Blank),Wayne State University,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Associate Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,673,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Boppart,Stephen A,Boppart S,Stephen A Boppart,(Blank),USA,(Blank),(Blank),University of Illinois at Urbana-Champaign,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Senior Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,714,CLINICAL,JOURNAL,JOURNAL_Breast Cancer Research,,Bose,Ron,Bose R,Ron Bose,(Blank),USA,(Blank),(Blank),Washington University School of Medicine,(Blank),(Blank),https://breast-cancer-research.biomedcentral.com/about/editorial-board,,,,,,,,,Breast Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,742,CLINICAL,JOURNAL,JOURNAL_Breast Cancer: Basic and Clinical Research,,Bouton,Amy H,Bouton A,Amy H Bouton,(Blank),USA,(Blank),(Blank),University of Virginia School of Medicine,(Blank),(Blank),http://insights.sagepub.com/journal.php?pa=editorial_board&journal_id=84,,,,,,,,,Breast Cancer: Basic and Clinical Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,749,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Bowtell,David DL,Bowtell D,David DL Bowtell,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,"Tumor & Stem Cell Biology
",Senior Editor,,,,,,,,,,,,,,,,,,,,,
,769,CLINICAL,JOURNAL,JOURNAL_Journal of Global Oncology,,Brawley,Otis W,Brawley O,Otis W Brawley,Atlanta,USA,Professor,(Blank),Emory University,(Blank),(Blank),http://ascopubs.org/jgo/site/misc/editorial-roster.html,,,,,,,,,Journal of Global Oncology,,Associate Editor,,,,,,,,,,,,,,,,,,,,,
,777,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Brechbiel,Martin W,Brechbiel M,Martin W Brechbiel,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Integrated Systems & Technologies,Senior Editor,,,,,,,,,,,,,,,,,,,,,
,781,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Brekken,Rolf A,Brekken R,Rolf A Brekken,Dallas,USA,(Blank),(Blank),"University of Texas Southwestern Medical Center
",(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,"Tumor & Stem Cell Biology
",Senior Editor,,,,,,,,,,,,,,,,,,,,,
,793,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Brentjens,Renier,Brentjens R,Renier Brentjens,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,801,CLINICAL,JOURNAL,JOURNAL_Breast Cancer Research,,Brinton,Louise A,Brinton L,Louise A Brinton,(Blank),USA,(Blank),(Blank),National Cancer Institute,(Blank),(Blank),https://breast-cancer-research.biomedcentral.com/about/editorial-board,,,,,,,,,Breast Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,803,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Research,,Bristow,Robert G,Bristow R,Robert G Bristow,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mcr.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Research,DNA Damage and Repair,Senior Editor,,,,,,,,,,,,,,,,,,,,,
,822,CLINICAL,JOURNAL,JOURNAL_Advances in Breast Cancer Research,,Brown,Kevin D,Brown K,Kevin D Brown,(Blank),USA,(Blank),(Blank),University of Florida,(Blank),(Blank),http://www.scirp.org/Journal/EditorialBoard.aspx?JournalID=1478#.WQGOyfmGPIU,,,,,,,,,Advances in Breast Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,830,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Brown,Nelson E,Brown N,Nelson E Brown,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,858,CLINICAL,JOURNAL,JOURNAL_Cancer Discovery,,Brugge,Joan S,Brugge J,Joan S Brugge,Boston,USA,(Blank),(Blank),Harvard Medical School,(Blank),(Blank),http://cancerdiscovery.aacrjournals.org/site/misc/editors.xhtml,,,,,,,,,Cancer Discovery,,Scientific Editor,,,,,,,,,,,,,,,,,,,,,
,886,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Bukowski,Ronald M,Bukowski R,Ronald M Bukowski,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,888,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Therapeutics,,Bumol,Thomas F,Bumol T,Thomas F Bumol,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mct.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Therapeutics,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,905,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Burnstein,Kerry L,Burnstein K,Kerry L Burnstein,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,906,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Burow,Matthew E,Burow M,Matthew E Burow,(Blank),USA,(Blank),(Blank),Tulane University School of Medicine,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Senior Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,916,CLINICAL,JOURNAL,JOURNAL_Journal of Clinical Oncology,,Burstein,Harold J,Burstein H,Harold J Burstein,Boston,USA,(Blank),(Blank),Dana-Farber Cancer Center,(Blank),(Blank),http://ascopubs.org/jco/site/misc/edboard.xhtml,,,,,,,,,Journal of Clinical Oncology,,Consultant Editor,,,,,,,,,,,,,,,,,,,,,
,929,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Butterfield,Lisa H,Butterfield L,Lisa H Butterfield,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,939,CLINICAL,JOURNAL,JOURNAL_Cancer Discovery,,Byrd,John C,Byrd J,John C Byrd,Columbus,USA,(Blank),(Blank),The Ohio State University Wexner Medical Center,(Blank),(Blank),http://cancerdiscovery.aacrjournals.org/site/misc/editors.xhtml,,,,,,,,,Cancer Discovery,,Scientific Editor,,,,,,,,,,,,,,,,,,,,,
,942,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Cai,Qiuyin,Cai Q,Qiuyin Cai,(Blank),USA,(Blank),(Blank),Vanderbilt University School of Medicine,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Senior Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,943,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Cai,Weibo,Cai W,Weibo Cai,(Blank),USA,(Blank),(Blank),University of Wisconsin,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Associate Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,949,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Research,,Caldas,Carlos M,Caldas C,Carlos M Caldas,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mcr.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,955,CLINICAL,JOURNAL,JOURNAL_Cancer Discovery,,Califano,Andrea,Califano A,Andrea Califano,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerdiscovery.aacrjournals.org/site/misc/editors.xhtml,,,,,,,,,Cancer Discovery,,Scientific Editor,,,,,,,,,,,,,,,,,,,,,
,961,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Research,,Calin,George A,Calin G,George A Calin,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mcr.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,962,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Calin,George A,Calin G,George A Calin,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,963,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Calin,George A,Calin G,George A Calin,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,974,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Campbell,Peter T,Campbell P,Peter T Campbell,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,975,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Therapeutics,,Campbell,Robert M,Campbell R,Robert M Campbell,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mct.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Therapeutics,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,977,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Camphausen,Kevin A,Camphausen K,Kevin A Camphausen,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,978,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Campo,Elias,Campo E,Elias Campo,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,980,CLINICAL,JOURNAL,JOURNAL_Journal of Clinical Oncology,,Canellos,George P,Canellos G,George P Canellos,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://ascopubs.org/jco/site/misc/edboard.xhtml,,,,,,,,,Journal of Clinical Oncology,,Editors-in-Chief Emeriti,,,,,,,,,,,,,,,,,,,,,
,983,CLINICAL,JOURNAL,JOURNAL_Journal of Clinical Oncology,,Cannistra,Stephen A,Cannistra S,Stephen A Cannistra,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://ascopubs.org/jco/site/misc/edboard.xhtml,,,,,,,,,Journal of Clinical Oncology,,Editor-in-Chief,,,,,,,,,,,,,,,,,,,,,
,988,CLINICAL,JOURNAL,JOURNAL_Cancer Discovery,,Cantley,Lewis C,Cantley L,Lewis C Cantley,New York,USA,(Blank),(Blank),"Memorial Sloan-Kettering Cancer Center
",(Blank),(Blank),http://cancerdiscovery.aacrjournals.org/site/misc/editors.xhtml,,,,,,,,,Cancer Discovery,,Editors-in-Chief,,,,,,,,,,,,,,,,,,,,,
,1004,CLINICAL,JOURNAL,JOURNAL_Journal of Clinical Oncology,,Carducci,Michael A,Carducci M,Michael A Carducci,(Blank),USA,(Blank),(Blank),Johns Hopkins University,(Blank),(Blank),http://ascopubs.org/jco/site/misc/edboard.xhtml,,,,,,,,,Journal of Clinical Oncology,,Associate Editor,,,,,,,,,,,,,,,,,,,,,
,1005,CLINICAL,JOURNAL,JOURNAL_Journal of Clinical Oncology,,Carducci,Michael A,Carducci M,Michael A Carducci,(Blank),USA,(Blank),(Blank),Johns Hopkins University,(Blank),(Blank),http://ascopubs.org/jco/site/misc/edboard.xhtml,,,,,,,,,Journal of Clinical Oncology,,Consultant Editor,,,,,,,,,,,,,,,,,,,,,
,1006,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Carducci,Michael A,Carducci M,Michael A Carducci,(Blank),USA,(Blank),(Blank),Johns Hopkins University,(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1036,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Research,,Carroll,Jason S,Carroll J,Jason S Carroll,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://mcr.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Research,"Chromatin, Gene & RNA Regulation",Senior Editor,,,,,,,,,,,,,,,,,,,,,
,1037,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Carroll,Jason S,Carroll J,Jason S Carroll,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1038,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Carroll,William L,Carroll W,William L Carroll,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1041,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Carson III,William E,Carson III W,William E Carson III,(Blank),USA,(Blank),(Blank),Ohio State University Comprehensive Cancer Center - James Cancer Hospital and Solove Research Institute,(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1050,CLINICAL,JOURNAL,JOURNAL_Journal of Global Oncology,,Castle,Philip E,Castle P,Philip E Castle,Arlington,USA,(Blank),(Blank),Albert Einstein College of Medicine,(Blank),(Blank),http://ascopubs.org/jgo/site/misc/editorial-roster.html,,,,,,,,,Journal of Global Oncology,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1056,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Caux,Christophe,Caux C,Christophe Caux,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Microenvironment & Immunology,Senior Editor,,,,,,,,,,,,,,,,,,,,,
,1060,CLINICAL,JOURNAL,JOURNAL_Journal of Oncology Practice,,Celano,Paul,Celano P,Paul Celano,Baltimore,USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://ascopubs.org/jop/site/misc/edboard.xhtml,,,,,,,,,Journal of Oncology Practice,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1063,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Cerhan,James R,Cerhan J,James R Cerhan,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Prevention & Epidemiology,Senior Editor,,,,,,,,,,,,,,,,,,,,,
,1081,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Chan,Timothy A,Chan T,Timothy A Chan,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1095,CLINICAL,JOURNAL,JOURNAL_Breast Cancer Research,,Chang,Jenny C,Chang J,Jenny C Chang,Houston,USA,(Blank),(Blank),"University of California San Francisco
",(Blank),(Blank),https://breast-cancer-research.biomedcentral.com/about/editorial-board,,,,,,,,,Breast Cancer Research,,Deputy Editor,,,,,,,,,,,,,,,,,,,,,
,1107,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Chapman,Paul B,Chapman P,Paul B Chapman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1110,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Charest,Alain,Charest A,Alain Charest,Boston,USA,(Blank),(Blank),Tufts Medical Center Inc.,(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1114,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Chaudhary,Preet M,Chaudhary P,Preet M Chaudhary,(Blank),USA,(Blank),(Blank),University of Southern California,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Senior Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1116,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Chauhan,Dharminder,Chauhan D,Dharminder Chauhan,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1123,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Chen,Cong,Chen C,Cong Chen,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,,Statistical Reviewer,,,,,,,,,,,,,,,,,,,,,
,1124,CLINICAL,JOURNAL,JOURNAL_Clinical Cancer Research,,Chen,Cong,Chen C,Cong Chen,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://clincancerres.aacrjournals.org/site/misc/edboard.xhtml#,,,,,,,,,Clinical Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1125,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Chen,Fei,Chen F,Fei Chen,(Blank),USA,(Blank),(Blank),Wayne State University,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Senior Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1127,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Chen,Guan,Chen G,Guan Chen,(Blank),USA,(Blank),(Blank),University of Colorado Anschutz Medical Campus,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Senior Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1128,CLINICAL,JOURNAL,JOURNAL_American Journal of Cancer Research,,Chen,Hongwu,Chen H,Hongwu Chen,(Blank),USA,(Blank),(Blank),University of Calfornia at Davis,(Blank),(Blank),http://www.ajcr.us/EditorialBoard.html,,,,,,,,,American Journal of Cancer Research,Senior Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1131,CLINICAL,JOURNAL,JOURNAL_Advances in Breast Cancer Research,,Chen,Jeon-Hor,Chen J,Jeon-Hor Chen,(Blank),USA,(Blank),(Blank),University of California Irvine,(Blank),(Blank),http://www.scirp.org/Journal/EditorialBoard.aspx?JournalID=1478#.WQGOyfmGPIU,,,,,,,,,Advances in Breast Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1132,CLINICAL,JOURNAL,JOURNAL_Molecular Cancer Research,,Chen,Junjie,Chen J,Junjie Chen,(Blank),USA,Chair,Experimental Radiation Oncology,(Blank),(Blank),(Blank),http://mcr.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Molecular Cancer Research,Editorial Board,Member,,,,,,,,,,,,,,,,,,,,,
,1133,CLINICAL,JOURNAL,JOURNAL_Cancer Research,,Chen,Junjie,Chen J,Junjie Chen,(Blank),USA,Chair,Experimental Radiation Oncology,(Blank),(Blank),(Blank),http://cancerres.aacrjournals.org/site/misc/edboard.xhtml,,,,,,,,,Cancer Research,Molecular & Cellular Pathobiology,Senior Editor,,,,,,,,,,,,,,,,,,,,,
